id,report_no,current_page,customer_id,customer_name,date,description,details_of_pattern,drawing_no,rows,total_pages,unit_mode,created_at
1780998895112,AMS/NEW/1/26-27,1,20251204122548,AMSTEEL CASTING PVT LTD,2026-06-09 00:00:00+00,"32"" 150 EXTENSION BONNET",Split Teak Wood Pattern & Core Box 1 set,90v2132F00,"[{""id"":""1780998416547"",""srNo"":1,""drgDim"":544,""inchValue"":null,""actualDimn"":557.6,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":557.6,""shrinkageAllowance"":13.6},{""id"":""1780998683048"",""srNo"":2,""drgDim"":434,""inchValue"":null,""actualDimn"":435.7,""percentage"":2,""mcIngAllowance"":-6,""dimnToBeMaintained"":436.68,""shrinkageAllowance"":8.68},{""id"":""1780998741174"",""srNo"":3,""drgDim"":48,""inchValue"":null,""actualDimn"":53.8,""percentage"":2.5,""mcIngAllowance"":3,""dimnToBeMaintained"":52.2,""shrinkageAllowance"":1.2},{""id"":""1780998853056"",""srNo"":4,""drgDim"":54,""inchValue"":null,""actualDimn"":null,""percentage"":2.5,""mcIngAllowance"":3,""dimnToBeMaintained"":58.35,""shrinkageAllowance"":1.35}]",1,MM,2026-06-09 09:54:56.576069+00
1783918777306,VS/NEW/1/26-27,1,20251203105810,VEEYES ALLOYS PRIVATE LIMITED-PLANT 3,2026-07-13 00:00:00+00,"3"" 1500,6"" 300 BASE 1916K",Split Teak Wood Pattern & Core Box 1 set,402575-5,"[{""id"":""1783916707331"",""srNo"":1,""drgDim"":139.7,""inchValue"":null,""actualDimn"":139.4,""percentage"":2,""mcIngAllowance"":-3,""dimnToBeMaintained"":139.49,""shrinkageAllowance"":2.794},{""id"":""1783916937211"",""srNo"":2,""drgDim"":92,""inchValue"":null,""actualDimn"":90.8,""percentage"":2,""mcIngAllowance"":-3,""dimnToBeMaintained"":90.84,""shrinkageAllowance"":1.84},{""id"":""1783916965516"",""srNo"":3,""drgDim"":157.1,""inchValue"":null,""actualDimn"":161,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":161.03,""shrinkageAllowance"":3.928},{""id"":""1783916990732"",""srNo"":4,""view"":""R"",""drgDim"":12.7,""inchValue"":null,""actualDimn"":13,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":13.02,""shrinkageAllowance"":0.318},{""id"":""1783917014652"",""srNo"":5,""view"":""R"",""drgDim"":12.7,""inchValue"":null,""actualDimn"":13,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":13.02,""shrinkageAllowance"":0.318},{""id"":""1783917031128"",""srNo"":6,""drgDim"":317.5,""inchValue"":null,""actualDimn"":330.5,""percentage"":2.5,""mcIngAllowance"":5,""dimnToBeMaintained"":330.44,""shrinkageAllowance"":7.938},{""id"":""1783917063399"",""srNo"":7,""drgDim"":152.4,""inchValue"":null,""actualDimn"":152.3,""percentage"":2,""mcIngAllowance"":-3,""dimnToBeMaintained"":152.45,""shrinkageAllowance"":3.048},{""id"":""1783917100753"",""srNo"":8,""drgDim"":127,""inchValue"":null,""actualDimn"":126.4,""percentage"":2,""mcIngAllowance"":-3,""dimnToBeMaintained"":126.54,""shrinkageAllowance"":2.54},{""id"":""1783917118296"",""srNo"":9,""drgDim"":12.7,""inchValue"":null,""actualDimn"":18,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":17.02,""shrinkageAllowance"":0.318},{""id"":""1783917141224"",""srNo"":10,""view"":""R"",""drgDim"":25.4,""inchValue"":null,""actualDimn"":25.9,""percentage"":2,""mcIngAllowance"":null,""dimnToBeMaintained"":25.91,""shrinkageAllowance"":0.508},{""id"":""1783917160886"",""srNo"":11,""view"":""R"",""drgDim"":12.7,""inchValue"":null,""actualDimn"":12.9,""percentage"":2,""mcIngAllowance"":null,""dimnToBeMaintained"":12.95,""shrinkageAllowance"":0.254},{""id"":""1783917189129"",""srNo"":12,""drgDim"":133.3,""inchValue"":null,""actualDimn"":136.7,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":136.63,""shrinkageAllowance"":3.333},{""id"":""1783917212568"",""srNo"":13,""drgDim"":174.6,""inchValue"":null,""actualDimn"":179,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":178.97,""shrinkageAllowance"":4.365},{""id"":""1783917241252"",""srNo"":14,""drgDim"":26.9,""inchValue"":null,""actualDimn"":31.7,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":31.57,""shrinkageAllowance"":0.673},{""id"":""1783917271913"",""srNo"":15,""view"":""R"",""drgDim"":25.4,""inchValue"":null,""actualDimn"":25.9,""percentage"":2,""mcIngAllowance"":null,""dimnToBeMaintained"":25.91,""shrinkageAllowance"":0.508},{""id"":""1783917300078"",""srNo"":16,""view"":""R"",""drgDim"":12.7,""inchValue"":null,""actualDimn"":13,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":13.02,""shrinkageAllowance"":0.318},{""id"":""1783917972275"",""srNo"":17,""drgDim"":266.7,""inchValue"":null,""actualDimn"":278.4,""percentage"":2.5,""mcIngAllowance"":5,""dimnToBeMaintained"":278.37,""shrinkageAllowance"":6.668},{""id"":""1783917997471"",""srNo"":18,""drgDim"":111.1,""inchValue"":null,""actualDimn"":122.1,""percentage"":2.5,""mcIngAllowance"":8,""dimnToBeMaintained"":121.88,""shrinkageAllowance"":2.778},{""id"":""1783918021299"",""srNo"":19,""drgDim"":47.6,""inchValue"":null,""actualDimn"":45.5,""percentage"":2,""mcIngAllowance"":-3,""dimnToBeMaintained"":45.55,""shrinkageAllowance"":0.952},{""id"":""1783918067307"",""srNo"":20,""drgDim"":31.7,""inchValue"":null,""actualDimn"":38.3,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":36.49,""shrinkageAllowance"":0.793},{""id"":""1783918097756"",""srNo"":21,""view"":""R"",""drgDim"":25.4,""inchValue"":null,""actualDimn"":26,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":26.04,""shrinkageAllowance"":0.635},{""id"":""1783918125575"",""srNo"":22,""drgDim"":55.6,""inchValue"":null,""actualDimn"":61.8,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":60.99,""shrinkageAllowance"":1.39},{""id"":""1783918150804"",""srNo"":23,""drgDim"":184.1,""inchValue"":null,""actualDimn"":190.8,""percentage"":2.5,""mcIngAllowance"":2,""dimnToBeMaintained"":190.7,""shrinkageAllowance"":4.603},{""id"":""1783918184945"",""srNo"":24,""drgDim"":112.7,""inchValue"":null,""actualDimn"":117.5,""percentage"":2.5,""mcIngAllowance"":2,""dimnToBeMaintained"":117.52,""shrinkageAllowance"":2.818},{""id"":""1783918204863"",""srNo"":25,""view"":""R"",""drgDim"":19,""inchValue"":null,""actualDimn"":19.5,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":19.48,""shrinkageAllowance"":0.475},{""id"":""1783918224834"",""srNo"":26,""view"":""R"",""drgDim"":19,""inchValue"":null,""actualDimn"":19.5,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":19.48,""shrinkageAllowance"":0.475},{""id"":""1783918242793"",""srNo"":27,""drgDim"":26.9,""inchValue"":null,""actualDimn"":27.6,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":27.57,""shrinkageAllowance"":0.673},{""id"":""1783918268298"",""srNo"":28,""drgDim"":41.2,""inchValue"":null,""actualDimn"":46.7,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":46.23,""shrinkageAllowance"":1.03},{""id"":""1783918299128"",""srNo"":29,""drgDim"":266.7,""inchValue"":null,""actualDimn"":276.4,""percentage"":2.5,""mcIngAllowance"":3,""dimnToBeMaintained"":276.37,""shrinkageAllowance"":6.668},{""id"":""1783918329894"",""srNo"":30,""drgDim"":38.1,""inchValue"":null,""actualDimn"":39,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":39.05,""shrinkageAllowance"":0.953},{""id"":""1783918346722"",""srNo"":31,""view"":""R"",""drgDim"":25.4,""inchValue"":null,""actualDimn"":27.5,""percentage"":2.5,""mcIngAllowance"":1.5,""dimnToBeMaintained"":27.54,""shrinkageAllowance"":0.635},{""id"":""1783918374130"",""srNo"":32,""drgDim"":101.6,""inchValue"":null,""actualDimn"":104.1,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":104.14,""shrinkageAllowance"":2.54},{""id"":""1783918405260"",""srNo"":33,""view"":""R"",""drgDim"":19,""inchValue"":null,""actualDimn"":19.5,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":19.48,""shrinkageAllowance"":0.475},{""id"":""1783918424884"",""srNo"":34,""view"":""R"",""drgDim"":19,""inchValue"":null,""actualDimn"":19.4,""percentage"":2,""mcIngAllowance"":null,""dimnToBeMaintained"":19.38,""shrinkageAllowance"":0.38},{""id"":""1783918441312"",""srNo"":35,""view"":""R"",""drgDim"":74.6,""inchValue"":null,""actualDimn"":75.5,""percentage"":2,""mcIngAllowance"":-0.5,""dimnToBeMaintained"":75.59,""shrinkageAllowance"":1.492},{""id"":""1783918472060"",""srNo"":36,""view"":""R"",""drgDim"":19,""inchValue"":null,""actualDimn"":19.4,""percentage"":2,""mcIngAllowance"":null,""dimnToBeMaintained"":19.38,""shrinkageAllowance"":0.38},{""id"":""1783918487082"",""srNo"":37,""drgDim"":52.3,""inchValue"":null,""actualDimn"":53.7,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":53.61,""shrinkageAllowance"":1.308},{""id"":""1783918528770"",""srNo"":38,""drgDim"":6.3,""inchValue"":null,""actualDimn"":8.1,""percentage"":2.5,""mcIngAllowance"":1.5,""dimnToBeMaintained"":7.96,""shrinkageAllowance"":0.158},{""id"":""1783918589208"",""srNo"":39,""drgDim"":38.1,""inchValue"":null,""actualDimn"":42,""percentage"":2.5,""mcIngAllowance"":3,""dimnToBeMaintained"":42.05,""shrinkageAllowance"":0.953},{""id"":""1783918605406"",""srNo"":40,""drgDim"":12.7,""inchValue"":null,""actualDimn"":18,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":17.02,""shrinkageAllowance"":0.318},{""id"":""1783918629168"",""srNo"":41,""drgDim"":220.6,""inchValue"":null,""actualDimn"":228.1,""percentage"":2.5,""mcIngAllowance"":2,""dimnToBeMaintained"":228.11,""shrinkageAllowance"":5.515},{""id"":""1783918652892"",""srNo"":42,""drgDim"":93.6,""inchValue"":null,""actualDimn"":97.6,""percentage"":2.5,""mcIngAllowance"":1.5,""dimnToBeMaintained"":97.44,""shrinkageAllowance"":2.34},{""id"":""1783918685101"",""srNo"":43,""drgDim"":44.5,""inchValue"":null,""actualDimn"":50.5,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":49.61,""shrinkageAllowance"":1.113},{""id"":""1783918706964"",""srNo"":44,""drgDim"":6.3,""inchValue"":null,""actualDimn"":4,""percentage"":2.5,""mcIngAllowance"":1.5,""dimnToBeMaintained"":7.96,""shrinkageAllowance"":0.158},{""id"":""1783918728048"",""srNo"":45,""drgDim"":215.9,""inchValue"":null,""actualDimn"":220,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":221.3,""shrinkageAllowance"":5.398}]",1,MM,2026-07-13 04:59:38.194358+00
1784184748241,VS/NEW/4/26-27,1,20251203105810,VEEYES ALLOYS PRIVATE LIMITED-PLANT 3,2026-07-16 00:00:00+00,"18"" CL 150/300 BV BODY",Split Teak Wood Pattern & Core Box 1 set,9819-810,"[{""id"":""1784182254277"",""srNo"":1,""drgDim"":639.57,""inchValue"":""25.18"",""actualDimn"":663.7,""percentage"":2.5,""mcIngAllowance"":8,""dimnToBeMaintained"":663.56,""shrinkageAllowance"":15.989},{""id"":""1784182473926"",""srNo"":2,""drgDim"":554.23,""inchValue"":""21.82"",""actualDimn"":567.8,""percentage"":2,""mcIngAllowance"":2,""dimnToBeMaintained"":567.32,""shrinkageAllowance"":11.085},{""id"":""1784182553208"",""srNo"":3,""drgDim"":254.76,""inchValue"":""10.03"",""actualDimn"":268.3,""percentage"":2.5,""mcIngAllowance"":7,""dimnToBeMaintained"":268.13,""shrinkageAllowance"":6.369},{""id"":""1784182600918"",""srNo"":4,""drgDim"":66.29,""inchValue"":""2.61"",""actualDimn"":76.3,""percentage"":2.5,""mcIngAllowance"":7,""dimnToBeMaintained"":74.95,""shrinkageAllowance"":1.657},{""id"":""1784182639694"",""srNo"":5,""view"":""D 60"",""drgDim"":null,""inchValue"":null,""actualDimn"":60,""percentage"":null,""mcIngAllowance"":null,""dimnToBeMaintained"":null,""shrinkageAllowance"":null},{""id"":""1784182650428"",""srNo"":6,""view"":""D 60"",""drgDim"":null,""inchValue"":null,""actualDimn"":60,""percentage"":null,""mcIngAllowance"":null,""dimnToBeMaintained"":null,""shrinkageAllowance"":null},{""id"":""1784182661845"",""srNo"":7,""view"":""R"",""drgDim"":25.4,""inchValue"":""1"",""actualDimn"":26,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":26.04,""shrinkageAllowance"":0.635},{""id"":""1784182679859"",""srNo"":8,""drgDim"":723.9,""inchValue"":""28.5"",""actualDimn"":750,""percentage"":2.5,""mcIngAllowance"":8,""dimnToBeMaintained"":750,""shrinkageAllowance"":18.098},{""id"":""1784182812203"",""srNo"":9,""drgDim"":579.63,""inchValue"":""22.82"",""actualDimn"":602.3,""percentage"":2.5,""mcIngAllowance"":8,""dimnToBeMaintained"":602.12,""shrinkageAllowance"":14.491},{""id"":""1784183465980"",""srNo"":10,""drgDim"":419.1,""inchValue"":""16.5"",""actualDimn"":419.3,""percentage"":2,""mcIngAllowance"":-8,""dimnToBeMaintained"":419.48,""shrinkageAllowance"":8.382},{""id"":""1784183495986"",""srNo"":11,""view"":""R"",""drgDim"":25.4,""inchValue"":""1"",""actualDimn"":25.9,""percentage"":2,""mcIngAllowance"":null,""dimnToBeMaintained"":25.91,""shrinkageAllowance"":0.508},{""id"":""1784183520285"",""srNo"":12,""view"":""R"",""drgDim"":12.7,""inchValue"":"".5"",""actualDimn"":12.9,""percentage"":2,""mcIngAllowance"":null,""dimnToBeMaintained"":12.95,""shrinkageAllowance"":0.254},{""id"":""1784183549882"",""srNo"":13,""view"":""R"",""drgDim"":12.7,""inchValue"":"".5"",""actualDimn"":12.9,""percentage"":2,""mcIngAllowance"":null,""dimnToBeMaintained"":12.95,""shrinkageAllowance"":0.254},{""id"":""1784183566543"",""srNo"":14,""drgDim"":519.43,""inchValue"":""20.45"",""actualDimn"":538.3,""percentage"":2.5,""mcIngAllowance"":6,""dimnToBeMaintained"":538.42,""shrinkageAllowance"":12.986},{""id"":""1784183680135"",""srNo"":15,""drgDim"":466.34,""inchValue"":""18.36"",""actualDimn"":482,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":482,""shrinkageAllowance"":11.658},{""id"":""1784183719140"",""srNo"":16,""drgDim"":128.27,""inchValue"":""5.05"",""actualDimn"":135.5,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":135.48,""shrinkageAllowance"":3.207},{""id"":""1784183765402"",""srNo"":17,""drgDim"":443.23,""inchValue"":""17.45"",""actualDimn"":459.4,""percentage"":2.5,""mcIngAllowance"":5,""dimnToBeMaintained"":459.31,""shrinkageAllowance"":11.081},{""id"":""1784183826058"",""srNo"":18,""view"":""R"",""drgDim"":12.7,""inchValue"":"".5"",""actualDimn"":13,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":13.02,""shrinkageAllowance"":0.318},{""id"":""1784183846116"",""srNo"":19,""drgDim"":431.8,""inchValue"":""17"",""actualDimn"":445.6,""percentage"":2.5,""mcIngAllowance"":3,""dimnToBeMaintained"":445.6,""shrinkageAllowance"":10.795},{""id"":""1784183876036"",""srNo"":20,""view"":""R"",""drgDim"":25.4,""inchValue"":""1"",""actualDimn"":26,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":26.04,""shrinkageAllowance"":0.635},{""id"":""1784183890788"",""srNo"":21,""view"":""D 15"",""drgDim"":null,""inchValue"":null,""actualDimn"":15,""percentage"":null,""mcIngAllowance"":null,""dimnToBeMaintained"":null,""shrinkageAllowance"":null},{""id"":""1784183914560"",""srNo"":22,""drgDim"":114.3,""inchValue"":""4.5"",""actualDimn"":121.2,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":121.16,""shrinkageAllowance"":2.858},{""id"":""1784183944122"",""srNo"":23,""view"":""D 45"",""drgDim"":null,""inchValue"":null,""actualDimn"":45,""percentage"":null,""mcIngAllowance"":null,""dimnToBeMaintained"":null,""shrinkageAllowance"":null},{""id"":""1784183973042"",""srNo"":24,""drgDim"":139.7,""inchValue"":""5.5"",""actualDimn"":143.1,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":143.19,""shrinkageAllowance"":3.493},{""id"":""1784184000290"",""srNo"":25,""drgDim"":412.75,""inchValue"":""16.25"",""actualDimn"":426.1,""percentage"":2.5,""mcIngAllowance"":3,""dimnToBeMaintained"":426.07,""shrinkageAllowance"":10.319},{""id"":""1784184028356"",""srNo"":26,""drgDim"":873.76,""inchValue"":""34.4"",""actualDimn"":903.8,""percentage"":2.5,""mcIngAllowance"":8,""dimnToBeMaintained"":903.6,""shrinkageAllowance"":21.844},{""id"":""1784184063857"",""srNo"":27,""drgDim"":769.62,""inchValue"":""30.30"",""actualDimn"":801.1,""percentage"":2.5,""mcIngAllowance"":12,""dimnToBeMaintained"":800.86,""shrinkageAllowance"":19.241},{""id"":""1784184199753"",""srNo"":28,""drgDim"":700.02,""inchValue"":""27.56"",""actualDimn"":705.8,""percentage"":2,""mcIngAllowance"":-8,""dimnToBeMaintained"":706.02,""shrinkageAllowance"":14},{""id"":""1784184224859"",""srNo"":29,""drgDim"":128.27,""inchValue"":""5.05"",""actualDimn"":135.4,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":135.48,""shrinkageAllowance"":3.207},{""id"":""1784184254239"",""srNo"":30,""drgDim"":234.7,""inchValue"":""9.24"",""actualDimn"":244.6,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":244.57,""shrinkageAllowance"":5.868},{""id"":""1784184286191"",""srNo"":31,""drgDim"":469.9,""inchValue"":""18.50"",""actualDimn"":485.7,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":485.65,""shrinkageAllowance"":11.748},{""id"":""1784184312186"",""srNo"":32,""drgDim"":28.45,""inchValue"":""1.12"",""actualDimn"":35,""percentage"":2.5,""mcIngAllowance"":6,""dimnToBeMaintained"":35.16,""shrinkageAllowance"":0.711},{""id"":""1784184335063"",""srNo"":33,""view"":""R"",""drgDim"":349.25,""inchValue"":""13.75"",""actualDimn"":358.7,""percentage"":2,""mcIngAllowance"":2.5,""dimnToBeMaintained"":358.74,""shrinkageAllowance"":6.985},{""id"":""1784184376039"",""srNo"":34,""view"":""R"",""drgDim"":25.4,""inchValue"":""1"",""actualDimn"":25.9,""percentage"":2,""mcIngAllowance"":null,""dimnToBeMaintained"":25.91,""shrinkageAllowance"":0.508},{""id"":""1784184392901"",""srNo"":35,""drgDim"":503.94,""inchValue"":""19.84"",""actualDimn"":505.8,""percentage"":2,""mcIngAllowance"":-8,""dimnToBeMaintained"":506.02,""shrinkageAllowance"":10.079},{""id"":""1784184423029"",""srNo"":36,""drgDim"":260.86,""inchValue"":""10.27"",""actualDimn"":274.5,""percentage"":2.5,""mcIngAllowance"":7,""dimnToBeMaintained"":274.38,""shrinkageAllowance"":6.522},{""id"":""1784184458576"",""srNo"":37,""drgDim"":222.25,""inchValue"":""8.75"",""actualDimn"":227.6,""percentage"":2.5,""mcIngAllowance"":1,""dimnToBeMaintained"":228.81,""shrinkageAllowance"":5.556},{""id"":""1784184494511"",""srNo"":38,""drgDim"":205.74,""inchValue"":""8.10"",""actualDimn"":213.6,""percentage"":2.5,""mcIngAllowance"":3,""dimnToBeMaintained"":213.88,""shrinkageAllowance"":5.144},{""id"":""1784184524650"",""srNo"":39,""view"":""R"",""drgDim"":12.7,""inchValue"":"".5"",""actualDimn"":13,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":13.02,""shrinkageAllowance"":0.318},{""id"":""1784184542753"",""srNo"":40,""drgDim"":342.9,""inchValue"":""13.5"",""actualDimn"":354.5,""percentage"":2.5,""mcIngAllowance"":3,""dimnToBeMaintained"":354.47,""shrinkageAllowance"":8.573},{""id"":""1784184568841"",""srNo"":41,""view"":""D 105"",""drgDim"":null,""inchValue"":null,""actualDimn"":105,""percentage"":null,""mcIngAllowance"":null,""dimnToBeMaintained"":null,""shrinkageAllowance"":null},{""id"":""1784184589543"",""srNo"":42,""view"":""R"",""drgDim"":88.9,""inchValue"":""3.5"",""actualDimn"":91.1,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":91.12,""shrinkageAllowance"":2.223},{""id"":""1784184612473"",""srNo"":43,""view"":""R"",""drgDim"":25.4,""inchValue"":""1"",""actualDimn"":26,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":26.04,""shrinkageAllowance"":0.635},{""id"":""1784184625005"",""srNo"":44,""view"":""R"",""drgDim"":19.05,""inchValue"":"".75"",""actualDimn"":19.5,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":19.53,""shrinkageAllowance"":0.476},{""id"":""1784184647147"",""srNo"":45,""view"":""R"",""drgDim"":38.1,""inchValue"":""1.5"",""actualDimn"":39,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":39.05,""shrinkageAllowance"":0.953},{""id"":""1784184665345"",""srNo"":46,""drgDim"":127,""inchValue"":""5"",""actualDimn"":134.2,""percentage"":2.5,""mcIngAllowance"":4,""dimnToBeMaintained"":134.18,""shrinkageAllowance"":3.175},{""id"":""1784184686577"",""srNo"":47,""view"":""R"",""drgDim"":12.7,""inchValue"":"".5"",""actualDimn"":13,""percentage"":2.5,""mcIngAllowance"":null,""dimnToBeMaintained"":13.02,""shrinkageAllowance"":0.318},{""id"":""1784184702469"",""srNo"":48,""drgDim"":334.77,""inchValue"":""13.18"",""actualDimn"":346.2,""percentage"":2.5,""mcIngAllowance"":3,""dimnToBeMaintained"":346.14,""shrinkageAllowance"":8.369}]",1,IN,2026-07-16 06:52:30.018042+00
